,tweet_id,sentiment,tweet
63,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
64,1.24E+18,1,  much appreciated dhanyawad ji 
65,1.24E+18,1, shaheenbaghvsjantacurfew they will be responsible for spread of corona virus 
66,1.24E+18,0,  shaheen bagh is still on mosques are open muiiahs are saying corona won t harm if you read qalma tiktokiye are m 
67,1.24E+18,0,  up police to register fir against kanikakapoor for putting others at risk of corona 
68,1.24E+18,0,  i just published india corona is already here in asymptomatic youth 
69,1.24E+18,0,doctor from aiims explaining how we are in danger with respect to corona anchor cuts in and asks do you think kanikakapoor is a criminal 
70,1.24E+18,0,  shaheen bagh is still on mosques are open muiiahs are saying corona won t harm if you read qalma tiktokiye are m 
71,1.24E+18,0,  a m slim woman says corona has come from qur n corona means qur n illiterate idiots like her are more dangerous than the coro 
72,1.24E+18,0,  what do u do with these use chinese quarantine techniques 
73,1.24E+18,1,  corona sta s hitting bollywood singer kanikakapoor tests positive for covid19 she returned from uk last sunday 
74,1.24E+18,0,  digitalindia prepare don t panic government launched mygov corona helpdesk on whatsapp for ale ing citizens amp disseminating inf 
75,1.24E+18,0,  being a cancer patient i am scared of covid 19 if you catch corona you may recover but people like us who are immunodefici 
76,1.24E+18,0,pakistani stooge spotted 
77,1.24E+18,0,  the three year implementation of tdd s wash campaign prepares adivasi students in the battle against covid 19 
78,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
79,1.24E+18,1,  right now 87 million americans are uninsured or underinsured our profit driven health care system is a danger to our p 
80,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
81,1.24E+18,1,  this lady from mohali was tested positive for corona these confirmed cases of corona virus not cooperating with health c 
82,1.24E+18,0,  shaheen bagh is still on mosques are open muiiahs are saying corona won t harm if you read qalma tiktokiye are m 
83,1.24E+18,1,  the young actors have something to say its time to be zyada savdhan and do corona ka punchnama indiafightscorona 
84,1.24E+18,0,  delhi government will pay salaries to all contract workers daily wage labourers guest teachers etc those whose office 
85,1.24E+18,0,i just realized that there were senior mps at the pa y this dumb doll attended and apparently those mp s have attended the parliamentary sessions post that the elites are also in danger now corona 
86,1.24E+18,0,  had a meeting wid mss of all del govt hospitals if corona spreads widely in future our hospitals shud be prepared to 
87,1.24E+18,0,  shaheen bagh is still on mosques are open muiiahs are saying corona won t harm if you read qalma tiktokiye are m 
88,1.24E+18,0,centre launches mygov corona helpdesk on whatsapp india news times of india 
89,1.24E+18,0,  tell me one thing is there any politician in india who could handled the following three critical situations the way nar 
90,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
91,1.24E+18,1,  with 50 new cases repo ed in a day total confirmed cases in india have reached 223 as of march 20 5 pm spread acr 
92,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
93,1.24E+18,1, sir please let us know how serious will be the corona in india so that we can be aware amp ready for that amp can avoid rumors 
94,1.24E+18,0,  shaheen bagh is still on mosques are open muiiahs are saying corona won t harm if you read qalma tiktokiye are m 
95,1.24E+18,1,practice social distancing keep safe and let others too bc kiya jarurat thi enko pa y pe pa y karne ki kanika kanikakapoor corona positive no outside socialdistancing pandemic 
96,1.24E+18,0,  not a hospital this is cochin international airpo  a section of the solar carpo  is being utilised for the parking of a 
97,1.24E+18,0,source of information please inform 
98,1.24E+18,1,corona virus right now will be like 
99,1.24E+18,0,  dear pm and cm please advise me how can i save my son from corona virus if i am working in 
100,1.24E+18,1,  the young actors have something to say its time to be zyada savdhan and do corona ka punchnama indiafightscorona 
101,1.24E+18,0,  over 50 corona virus cases in maharashtra highest in the country 
102,1.24E+18,1,  the young actors have something to say its time to be zyada savdhan and do corona ka punchnama indiafightscorona 
103,1.24E+18,1,  as someone said our grandparents were asked to go to war we those of us with economic privilege are only being asked to sit 
104,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
105,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
106,1.24E+18,0,  athletes and achievers from various spo s are raising awareness about the nation s battle against coronavirus let us ta 
107,1.24E+18,0, blanket yourself delete the message without reading it because corona threat is temporary but relationships are permanent 
108,1.24E+18,1,  during these chinese corona times my hea  goes out to the climate alarmists and especially greta thunberg who really must 
109,1.24E+18,1,  thala fans thalapathy fans sweet gesture thalapathy fans give away free masks to public as an awar 
110,1.24E+18,0,guys coming soon guess the topic for my next song originalmusic songwriting newpost corona bangalore india 
111,1.24E+18,1,all wish nita for her corona free life and wish her husband soon pay back to the bank which are the public money 
112,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
113,1.24E+18,0,  why is everyone getting triggered by these images corona virus will only attack us on 22nd march between 7 am to 9 pm 
114,1.24E+18,1,i suppo  janta curfew on march 22 i will fully follow and requests all my country people to follow this fully we will surely win over corona if we will understand our responsibility and will behave responsibly jai hind 
115,1.24E+18,1,  that son of a top official in west bengal amp kanika kapoor both dodged mandatory corona screening this is all you need to know 
116,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
117,1.24E+18,1,  that son of a top official in west bengal amp kanika kapoor both dodged mandatory corona screening this is all you need to know 
118,1.24E+18,0,  abuse and vilify them all you want but in times of crisis these are the guys who actually stand up for the community 
119,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
120,1.24E+18,1,  the young actors have something to say its time to be zyada savdhan and do corona ka punchnama indiafightscorona 
121,1.24E+18,1,  this too shall pass spread love and be kind to everyone youmatter corona coronavirusoutbreak love kindness mylife lif 
122,1.24E+18,0,  delhi government will pay salaries to all contract workers daily wage labourers guest teachers etc those whose office 
123,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people kanikakapoor
124,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
125,1.24E+18,0,we need corona vaccine asktwitter 
126,1.24E+18,0,  being a cancer patient i am scared of covid 19 if you catch corona you may recover but people like us who are immunodefici 
127,1.24E+18,0,are we ready to fight against corona virus see the di y seats in a c waiting room coronavirusoutbreakindia modicoronamessage is india clean is govt really serious indianrailways ndtv abpnews 
128,1.24E+18,0,  being a cancer patient i am scared of covid 19 if you catch corona you may recover but people like us who are immunodefici 
129,1.24E+18,1, high time to make a law for the corona positive people who doesn t cooperate with physicians and put the life of common innocent people in danger richtantrums indiafightscorona coronavirus chinaliedpeopledi
130,1.24E+18,0,  being a cancer patient i am scared of covid 19 if you catch corona you may recover but people like us who are immunodefici 
131,1.24E+18,0,  being a cancer patient i am scared of covid 19 if you catch corona you may recover but people like us who are immunodefici 
132,1.24E+18,0,  they are more dangerous than corona virus corona virus took toll of only 4 lives in a period of 1 month but they kille 
133,1.24E+18,0,these are people who never respect laws they themselves are pandemic far worse than corona stopfridaytantrums
134,1.24E+18,1,  president of india met with dushyant singh who met with kanikakapoor who tested positive for corona in parliament others coul 
135,1.24E+18,1, and my dad called me corona ki dadi crying laughing emoji he said main jahaan jaaungi corona wahan se bhaag jaayega am i this much naughty lol innocent face controlbyarmaanmalik
136,1.24E+18,0,  shaheen bagh is still on mosques are open muiiahs are saying corona won t harm if you read qalma tiktokiye are m 
137,1.24E+18,1,  thermal scanning only able to scan if your body temperature is high and in corona it doesn t come on first day and it do 
138,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
139,1.24E+18,0,  shaheen bagh is still on mosques are open muiiahs are saying corona won t harm if you read qalma tiktokiye are m 
140,1.24E+18,0,  shaheen bagh is still on mosques are open muiiahs are saying corona won t harm if you read qalma tiktokiye are m 
141,1.24E+18,0,  god save my country india helps us in fighting the battle against corona every life is valuable for us please protect 
142,1.24E+18,1,  this lady from mohali was tested positive for corona these confirmed cases of corona virus not cooperating with health c 
143,1.24E+18,0,  criminal negligence by kanikakapoor to not self isolate after return from abroad and host and attend pa ies instead clearly e 
144,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
145,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
146,1.24E+18,1,  not a single news channel is going to dare broadcast the news that saudi arabia has suspended friday prayers in mecca and me 
147,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
148,1.24E+18,0,  being a cancer patient i am scared of covid 19 if you catch corona you may recover but people like us who are immunodefici 
149,1.24E+18,1,  chennaimetro metro inspection crossed nandanam glad to see travelers maintain safe distance our nursing students 
150,1.24E+18,0,  the central bank infused rs 10 000 crore through open market operations on friday 
151,1.24E+18,0,  i pledge that i ll strictly follow janta curfew this sunday frm 7am to 9pm so that we strengthen india s fight against the coro 
152,1.24E+18,0,how world is fighting corona coronastopkarona covid19india coronavirusoutbreakindia coronavirusupdate 
153,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
154,1.24E+18,0, tn govt corona
155,1.24E+18,1,  landed in mumbai from ny it was so gratifying to see how strictly but politely amp competently our authorities at the airpo 
156,1.24E+18,1,  this lady from mohali was tested positive for corona these confirmed cases of corona virus not cooperating with health c 
157,1.24E+18,1,kanika kapoor i m super girl from china i bring corona from china
158,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
159,1.24E+18,0,the conflict is going on due to covid 19 corona virus is very dangerous i herbly request the my friends relatives amp my elders please stay at home and unless not go outside until it is necessary be safe stay home 
160,1.24E+18,0,  a muslim activist in india claims coronavirusoutbreakindia will not harm muslims as the word corona comes from the quran 
161,1.24E+18,0,  as a doctor my self and as wife of a doctor who is working with corona virus patients let me assure you that we don t w 
162,1.24E+18,1,  it took 45 days for india to reach 100 confirmed cases and only 5 days since then to cross 200 overall india has 223 
163,1.24E+18,0,  corona days 
164,1.24E+18,0,bang on 
165,1.24E+18,0, made of corona ka dawa janta par should be used rather than wasting months in drug testing dying is the way to become a second medicine for anyone who comes to a different system quarantine 
166,1.24E+18,0,  china must be held accountable for spread of corona virus china must be stripped of its position as permanent memb 
167,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
168,1.24E+18,1,  the young actors have something to say its time to be zyada savdhan and do corona ka punchnama indiafightscorona 
169,1.24E+18,1,  commie keralities want their cm to be pm for 2 months because apparently he is fighting corona virus in a better way th 
170,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
171,1.24E+18,0,  delhi government will pay salaries to all contract workers daily wage labourers guest teachers etc those whose office 
172,1.24E+18,0,  shaheen bagh is still on mosques are open muiiahs are saying corona won t harm if you read qalma tiktokiye are m 
173,1.24E+18,0,  i pledge and let all of us pledge to follow janta curfew this sunday from 7 am to 9pm so that we strengthen india s fi 
174,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
175,1.24E+18,0, on a corona vacation man 
176,1.24E+18,1,  this lady from mohali was tested positive for corona these confirmed cases of corona virus not cooperating with health c 
177,1.24E+18,1,  how many people are suffering with corona this is a accident how many families and life s suffering from biased law s thi 
178,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
179,1.24E+18,0,  today madurai airpo  plane load of corona fidayeens arrived amp refused to co operate for screening procedure daily it is happ 
180,1.24E+18,0, we all are packed in our house due to this 1 5 gb is not enough for a day to show gesture of humanity please increase 2x times data fighting for corona 
181,1.24E+18,0, 5000 people at risk corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people kanikakapoor lucknow
182,1.24E+18,1, good evening sir many people are working from ongc to adani hazira po  kindly take a look there still many companies didn t stop manpower movement these areas are very critical due to most of our state manpower a
183,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
184,1.24E+18,0,  up police to register fir against kanikakapoor for putting others at risk of corona 
185,1.24E+18,0,  a m slim woman says corona has come from qur n corona means qur n illiterate idiots like her are more dangerous than the coro 
186,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
187,1.24E+18,0,  a m slim woman says corona has come from qur n corona means qur n illiterate idiots like her are more dangerous than the coro 
188,1.24E+18,0,this man is died of corona virus the body is wrapped in a plastic bag it can t be bathed you cannot bring the body to your home family can t touch it can t see the burial don t get any information unless it s buried do you still wanna make memes on it covid2019india 
189,1.24E+18,0,  thank you sir robe vadra ji for donating 20 crore rupees for covid emergency fund for saarc to fight corona virus ou 
190,1.24E+18,1,more impo ant than ever right now coronavirus waragainstvirus coronastopkarona coronavirusoutbreakindia corona coronavirusupdate 
191,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
192,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
193,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
194,1.24E+18,0,  shaheen bagh is still on mosques are open muiiahs are saying corona won t harm if you read qalma tiktokiye are m 
195,1.24E+18,1,  president of india met with dushyant singh who met with kanikakapoor who tested positive for corona in parliament others coul 
196,1.24E+18,0, she is corona ab jo hoga uske saath wo booked jesa hi hoga sir after this incident she lost her credibility and trust she is jobless now 
197,1.24E+18,0, ahmedabadpolice filed a case against suspect of coronavirus in spite of the order of self correntine went out in public places corona suspected to have returned from singapore to ahmedabad case filed against the person named sachin patel
198,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
199,1.24E+18,1, please create a corona fund and make elaborate arrangement for quarantined citizens compulsorily so that they do not avoid quarentine conve  hotels as quarantine centre all citizens will happily contribute please take initiative 
200,1.24E+18,1,  kanika kapoor played a best victim card she just told that she is a single mother and hence she is ge 
201,1.24E+18,0,  explosive batsmen who ve seen teams through crises have something to say to us we too will come together to fight covid 
202,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
203,1.24E+18,0, corona these are the 7 steps to prevent the spreard of the virus coronavirusupdate corona 
204,1.24E+18,1,  the young actors have something to say its time to be zyada savdhan and do corona ka punchnama indiafightscorona 
205,1.24E+18,0,  explosive batsmen who ve seen teams through crises have something to say to us we too will come together to fight covid 
206,1.24E+18,1,  thala fans thalapathy fans sweet gesture thalapathy fans give away free masks to public as an awar 
207,1.24E+18,0,  like india pakistan should also announce janata curfew and fight against coron 
208,1.24E+18,1,  impo ant s delhi govt to pay the salaries of the contract workers daily wage labourers and guest t 
209,1.24E+18,0, socialdistancing corona when your corona test is negative but swine flu test is positive 
210,1.24E+18,0,  why is everyone getting triggered by these images corona virus will only attack us on 22nd march between 7 am to 9 pm 
211,1.24E+18,1,  what coronavirus means for pregnancy and other things new and expecting mothers should know 
212,1.24E+18,1,thanks and salute and all team members for continuously instructing to whole country for awareness and how to fight with corona 
213,1.24E+18,1,  speed and precision have been the fo e of these excellent players time for india to act speedily and methodically to co 
214,1.24E+18,0,  china publishes footage of surveillance cameras several people spread the corona virus in public places this confirms th 
215,1.24E+18,1,  the young actors have something to say its time to be zyada savdhan and do corona ka punchnama indiafightscorona 
216,1.24E+18,1, flight was cancelled by due to the corona virus restrictions was assured a full refund of rs 28 876 by the customer care hence i went ahead with the cancellation instead of rescheduling received only 17k as refund i need my whole 
217,1.24E+18,1,  we have two options 1 carry corona with india with each case get upset take new calls amp measures panic amp unrest 2 clo 
218,1.24E+18,0,u need to play like aggressive batsman playing defensive in corona will not help go 4 lockdown amp compulsory curfew put ppl in home 4 their safety provide them ration but restrict movement ppl will suppo  let s not be late we can t afford to leave it to last over covid2019 
219,1.24E+18,0,  i spoke to actor vadivelu now he said he has no twitter account this is definitely not his account side note he might 
220,1.24E+18,1,  this lady from mohali was tested positive for corona these confirmed cases of corona virus not cooperating with health c 
221,1.24E+18,0,  hon ble dr tamilisai soundararajan has addressed the media on containing the spread of novel corona virus 
222,1.24E+18,0,  as the pm prepares to interact with state cms the one state he and others may wish to hold up as a exemplar in fight 
223,1.24E+18,0, corona is a disease of upper class persons why is law lethargic towards them kanikakapoor
224,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
225,1.24E+18,0,  search corona on or app to find amp navigate to nearby corona testing treatm 
226,1.24E+18,1,  kashmiris trend talsagharryebehew kindly stay home kusch to corona
227,1.24E+18,1,  this writing is wo hy of an award the one a icle on corona virus you must read 
228,1.24E+18,0,  i was on the show with her she said she was not advised to isolate and it took her two days to get tested imagine thi 
229,1.24E+18,1,  much concerned about vasundhara ji and her son amp mp dushyant ji who also attended a dinner with a ist kanikakapoor 
230,1.24E+18,0,  explosive batsmen who ve seen teams through crises have something to say to us we too will come together to fight covid 
231,1.24E+18,1,shanti aunty our cook vents out rage at kanikakapoor for bringing the virus to our city lucknow hilarious response but it s very appropriate at this time kanika should be penalised for this heinous act kanikakapoorcriminal corona coronacrisis coronaviruspandemic 
232,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
233,1.24E+18,1,  staying indoors is not the easy option for daily wage earners demanding preventive health measures amp economic package in c 
234,1.24E+18,1, flight was cancelled by due to the corona virus restrictions was assured a full refund of rs 28 876 by the customer care hence i went ahead with the cancellation instead of rescheduling received only 17k as refund i need my who
235,1.24E+18,0,  shaheen bagh is still on mosques are open muiiahs are saying corona won t harm if you read qalma tiktokiye are m 
236,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
237,1.24E+18,1,  appreciating the valuable effo s of smc towards corona virus your quick response team is doing a wonderful job for the 
238,1.24E+18,1,maintain social distance covid19 corona virus diseases let s follow janatacurfew by staying indoors on sunday 22 march 7am to 9pm coronavirusupdate covid19india coronavirusoutbreak 
239,1.24E+18,0,  feb 12th corona is a very serious threat mar 3rd india is facing an emergency mar 5th govt must announce an action 
240,1.24E+18,0,  a m slim woman says corona has come from qur n corona means qur n illiterate idiots like her are more dangerous than the coro 
241,1.24E+18,1,  the young actors have something to say its time to be zyada savdhan and do corona ka punchnama indiafightscorona 
242,1.24E+18,1,  big breaking declares free rice for people who use to get rice at rs 2 per kg to combat corona till 
243,1.24E+18,0,  delhi government will pay salaries to all contract workers daily wage labourers guest teachers etc those whose office 
244,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
245,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
246,1.24E+18,0,  up police to register fir against kanikakapoor for putting others at risk of corona 
247,1.24E+18,1,  the young actors have something to say its time to be zyada savdhan and do corona ka punchnama indiafightscorona 
248,1.24E+18,0,  shaheen bagh is still on mosques are open muiiahs are saying corona won t harm if you read qalma tiktokiye are m 
249,1.24E+18,0,  explosive batsmen who ve seen teams through crises have something to say to us we too will come together to fight covid 
250,1.24E+18,1,  covid 19 app come to your assistance read more at 
251,1.24E+18,1,this again exposes islamic jihad link of shaheenbaghcoronathreat with this mullah echoing if you read namaz you will never be infected with corona he also gave full form of corona coran roza namaz inside westbengal police station 
252,1.24E+18,1, resp sir i stay at karjat which is a area with lots of farm houses there is every possibility that these people being very rich must be visiting foreign countries and coming back with corona virus and hence 
253,1.24E+18,0,  a m slim woman says corona has come from qur n corona means qur n illiterate idiots like her are more dangerous than the coro 
254,1.24E+18,0,  coronastopkarona corona kanika kapoor jantacurfewchallenge no one literally no one people suffering from coronavi 
255,1.24E+18,0,  being a cancer patient i am scared of covid 19 if you catch corona you may recover but people like us who are immunodefici 
256,1.24E+18,1,  this lady from mohali was tested positive for corona these confirmed cases of corona virus not cooperating with health c 
257,1.24E+18,0,  death due to corona virus wrapped in a bag can t be bathed can t bring the body home the family can t touch the body an 
258,1.24E+18,1,just in madhya pradesh records it s first covid 19 cases as 4 test positive in mp s jabalpur 3 cases are from the same family and had returned from dubai while the 4th case has a travel history to germany madhyapradesh corona coronavirusupdate coronavirusoutbreakindia 
259,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
260,1.24E+18,0, stupid and literate these are dangerous than corona virus 
261,1.24E+18,1,  much concerned about vasundhara ji and her son amp mp dushyant ji who also attended a dinner with a ist kanikakapoor 
262,1.24E+18,0,  a muslim activist in india claims coronavirusoutbreakindia will not harm muslims as the word corona comes from the quran 
263,1.24E+18,0,  it s wrong to target kanika kapoor there are almost a crore of such people to traveled to india from abroad central go 
264,1.24E+18,1,  cities come to a standstill amid corona virus spread and low key celebrations for parsee new year cyrus broacha brings y 
265,1.24E+18,1,  kanika kapoor played a best victim card she just told that she is a single mother and hence she is ge 
266,1.24E+18,0,  bjp mp who has commented on sonia gandhi and rahul gandhi being from italy and bringing corona virus to india has also met du 
267,1.24E+18,0,  hey guys we are working tirelessly on debunking misinformation about corona if you find any suspect 
268,1.24E+18,1,  deadly corona virus reaches madhya pradesh first case of covid 19 repo ed in jabalpur where 4 samples diagnosed posit 
269,1.24E+18,0,  being a cancer patient i am scared of covid 19 if you catch corona you may recover but people like us who are immunodefici 
270,1.24E+18,0,  where is nirmal baba btw randomthought he could have told us what can save us from corona 
271,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
272,1.24E+18,1, flight was cancelled by due to the corona virus restrictions was assured a full refund of rs 28 876 by the customer care hence i went ahead with the cancellation instead of rescheduling received only 17k as refund i need my who
273,1.24E+18,1,  be safe guys stay home for 14 days sometimes alone time is all you need coronavirusoutbreakindia jantacurfewchallen 
274,1.24E+18,0,  finally india get it s corona dashboard official site no more rumours everyone please follow this site 
275,1.24E+18,1,  landed in mumbai from ny it was so gratifying to see how strictly but politely amp competently our authorities at the airpo 
276,1.24E+18,0,  a m slim woman says corona has come from qur n corona means qur n illiterate idiots like her are more dangerous than the coro 
277,1.24E+18,0,  shaheen bagh is still on mosques are open muiiahs are saying corona won t harm if you read qalma tiktokiye are m 
278,1.24E+18,0,  digitalindia prepare don t panic government launched mygov corona helpdesk on whatsapp for ale ing citizens amp disseminating inf 
